Map_ID,Greedy AI,Time-Expanded Min-Cut,Heuristic Weight AI (I:1 M:1 C:1),Heuristic Weight AI (I:2 M:1 C:1),Heuristic Weight AI (I:1 M:2 C:1),Heuristic Weight AI (I:1 M:1 C:2),Look-2 (P:1 I:1 Place wall:Passive),Look-2 (P:1 I:1 Place wall:Active),Look-2 (P:2 I:1 Place wall:Passive),Look-2 (P:2 I:1 Place wall:Active),Look-2 (P:3 I:1 Place wall:Passive),Look-2 (P:3 I:1 Place wall:Active),Look-2 (P:1 I:2 Place wall:Passive),Look-2 (P:1 I:2 Place wall:Active),Look-2 (P:1 I:3 Place wall:Passive),Look-2 (P:1 I:3 Place wall:Active),Look-3 (P:1 I:1 Place wall:Passive),Look-3 (P:1 I:1 Place wall:Active),Look-3 (P:2 I:1 Place wall:Passive),Look-3 (P:2 I:1 Place wall:Active),Look-3 (P:3 I:1 Place wall:Passive),Look-3 (P:3 I:1 Place wall:Active),Look-3 (P:1 I:2 Place wall:Passive),Look-3 (P:1 I:2 Place wall:Active),Look-3 (P:1 I:3 Place wall:Passive),Look-3 (P:1 I:3 Place wall:Active)
Map_4978,579,400,21,19,15,21,19,15,19,15,19,15,19,15,19,15,19,15,19,15,19,15,19,15,19,15
Map_4979,355,304,68,68,107,105,64,82,64,82,64,82,63,82,63,82,64,109,64,87,64,87,64,109,64,109
Map_4980,32,157,16,16,86,28,16,16,16,16,16,16,16,16,16,16,14,16,14,14,14,14,14,16,14,16
Map_4981,95,214,22,22,22,44,18,22,18,22,18,22,18,22,18,22,18,17,18,17,18,17,18,17,18,17
Map_4982,599,287,78,76,76,85,70,109,70,109,70,109,70,109,70,109,70,103,74,99,74,99,70,103,70,103
Map_4983,486,260,79,62,79,67,48,36,48,36,48,36,48,36,48,36,106,36,106,36,106,36,39,36,39,36
Map_4984,564,223,25,25,25,27,24,24,24,24,24,24,24,24,24,24,26,28,26,28,26,28,24,28,24,28
Map_4985,605,285,63,63,63,99,107,107,107,107,107,107,107,107,107,107,60,59,60,59,60,59,60,59,60,59
Map_4986,82,234,13,13,11,49,13,13,13,13,13,13,13,13,13,13,22,11,22,11,22,11,13,11,13,11
Map_4987,413,348,31,30,27,42,25,30,25,30,25,30,25,30,25,30,25,20,25,20,25,20,25,27,25,29
Map_4988,285,172,20,20,20,21,15,15,15,15,15,15,15,15,15,15,17,15,17,15,17,15,15,15,15,15
Map_4989,563,221,20,20,14,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_4990,626,225,21,21,21,21,21,19,21,19,21,19,21,19,21,19,21,19,21,19,21,19,21,19,21,19
Map_4991,23,159,12,12,12,18,13,12,13,12,13,12,12,12,12,12,13,12,13,12,13,12,13,12,13,12
Map_4992,559,162,47,47,32,48,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Map_4993,25,376,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14,17,14,17,14,14,14,14,14
Map_4994,561,70,47,47,47,28,28,28,28,28,28,28,28,28,28,28,29,28,29,28,29,28,28,28,28,28
Map_4995,156,315,231,113,494,234,59,65,59,65,59,65,59,65,59,65,52,65,54,59,54,59,52,65,52,65
Map_4996,388,274,279,279,279,139,126,126,126,126,126,126,126,126,126,126,78,117,78,96,78,96,118,117,118,117
Map_4997,10,153,10,9,10,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_4998,495,465,31,27,31,28,19,23,19,23,19,23,19,27,19,27,19,19,19,19,19,19,19,19,19,19
Map_4999,533,280,70,25,70,76,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_5000,639,416,463,490,463,566,157,79,157,79,157,79,79,79,79,79,72,78,72,74,72,74,72,79,88,79
Map_5001,18,200,21,17,17,21,18,17,18,17,18,17,17,17,17,17,18,17,18,17,18,17,18,17,18,17
Map_5002,21,124,16,16,16,16,16,14,16,14,16,14,15,14,15,14,19,14,20,15,20,15,16,14,16,14
Map_5003,408,249,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5004,517,275,29,29,29,173,29,29,29,29,29,29,29,29,29,29,37,29,37,29,37,29,37,29,29,29
Map_5005,44,314,269,132,574,25,24,24,24,24,24,24,24,24,24,24,25,24,25,24,25,24,24,24,24,24
Map_5006,580,622,50,50,50,127,25,24,25,24,25,24,24,24,24,24,25,24,25,24,25,24,25,24,25,24
Map_5007,368,254,26,25,36,26,33,24,33,24,33,24,24,24,24,24,33,25,33,25,33,25,33,24,33,24
Map_5008,10,348,10,10,10,37,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5009,65,139,66,66,173,113,63,57,63,57,63,57,70,70,70,70,75,57,75,57,75,57,74,57,74,57
Map_5010,320,139,98,98,129,347,87,89,87,89,87,89,87,89,87,89,80,77,80,77,80,77,82,114,82,117
Map_5011,224,79,120,120,244,272,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
Map_5012,28,276,25,25,25,25,25,21,25,21,25,21,25,21,25,21,31,21,31,21,31,21,25,21,25,21
Map_5013,234,161,51,51,51,77,51,50,51,50,51,50,50,50,50,50,51,50,51,50,51,50,51,50,51,50
Map_5014,40,185,22,22,27,30,22,22,22,22,22,22,22,22,22,22,29,22,29,22,29,22,29,22,29,22
Map_5015,201,216,25,25,25,43,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_5016,612,349,48,48,39,63,35,35,35,35,35,35,35,35,35,35,35,35,35,36,35,36,35,35,35,35
Map_5017,194,310,46,45,46,97,45,40,45,40,45,40,45,40,45,40,43,40,43,40,45,40,41,40,41,40
Map_5018,12,141,13,12,13,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5019,12,113,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5020,518,163,27,27,27,29,27,27,27,27,27,27,27,27,27,27,28,27,28,27,28,27,27,27,27,27
Map_5021,8,63,8,9,8,8,9,8,9,8,9,8,9,8,9,8,9,8,11,8,11,8,9,8,9,8
Map_5022,13,18,12,11,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5023,476,215,200,200,178,92,40,40,40,40,40,40,40,40,40,40,26,26,26,26,26,26,26,26,26,26
Map_5024,84,44,18,18,18,18,24,18,24,18,24,18,24,18,24,18,24,24,24,24,24,24,24,18,24,18
Map_5025,8,96,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5026,139,321,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,20,19,20,19
Map_5027,553,152,159,192,161,312,102,198,102,198,102,198,100,101,100,101,94,100,90,110,90,110,94,100,94,100
Map_5028,22,39,18,18,11,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5029,27,217,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5030,21,131,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5031,19,96,40,40,14,119,35,14,35,14,35,14,35,14,35,14,19,14,19,14,19,14,19,14,19,14
Map_5032,8,192,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,12,8,12,8,12,8,8,8
Map_5033,399,78,14,14,14,35,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13
Map_5034,36,43,13,13,13,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5035,51,397,26,26,26,27,26,36,26,36,26,36,26,36,26,36,42,25,43,25,43,25,42,25,42,25
Map_5036,642,638,53,323,53,38,67,46,67,46,67,46,67,73,67,73,40,44,40,44,40,44,62,44,62,44
Map_5037,611,559,38,38,38,44,38,33,38,33,38,33,37,33,37,33,37,32,37,32,37,32,37,32,37,32
Map_5038,31,232,24,24,24,24,24,38,24,38,24,38,24,38,24,38,30,23,30,23,30,23,24,29,24,29
Map_5039,512,177,123,121,130,145,267,328,267,328,267,328,220,306,220,306,43,43,43,43,43,43,43,60,43,60
Map_5040,21,30,22,22,22,23,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18
Map_5041,16,92,16,16,16,31,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_5042,16,219,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5043,12,111,12,12,12,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5044,550,397,81,81,81,85,76,46,76,46,76,46,46,46,46,46,32,46,32,46,32,39,32,46,32,46
Map_5045,116,439,16,16,16,18,16,16,16,16,16,16,16,16,16,16,18,16,18,16,18,16,18,16,18,16
Map_5046,448,373,28,28,21,58,15,15,15,15,15,15,15,15,15,15,22,15,22,15,22,15,22,15,19,15
Map_5047,395,143,230,221,229,190,156,91,156,91,156,91,181,91,182,91,59,51,64,51,64,51,59,51,59,51
Map_5048,90,164,17,15,15,17,15,15,15,15,15,15,15,16,16,16,44,15,44,15,44,15,42,15,42,15
Map_5049,23,319,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,12,15,12,12,12,12,12
Map_5050,145,255,61,54,56,36,30,33,30,33,30,33,32,33,32,33,25,30,25,30,25,30,25,32,25,32
Map_5051,558,148,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5052,326,205,59,59,59,59,58,50,58,50,58,50,58,50,58,50,58,49,58,49,58,49,58,49,58,49
Map_5053,61,115,50,38,38,51,51,47,51,47,51,47,52,52,52,52,29,36,32,36,32,36,29,36,29,38
Map_5054,447,168,25,25,219,19,25,25,25,25,25,25,25,25,25,25,19,19,19,19,19,19,25,19,25,25
Map_5055,530,525,140,41,140,239,44,24,44,24,44,24,45,24,45,24,35,24,35,24,35,24,24,24,24,24
Map_5056,508,190,46,46,56,130,44,44,44,44,44,44,44,70,70,70,38,35,38,36,38,36,35,35,35,35
Map_5057,405,352,285,285,168,97,79,70,79,70,79,70,79,70,79,70,67,79,64,61,70,61,67,70,73,70
Map_5058,154,227,36,36,43,41,36,36,36,36,36,36,36,36,36,36,39,30,39,30,39,30,39,30,39,30
Map_5059,599,271,38,38,39,26,25,25,25,25,25,25,25,25,25,25,25,34,25,27,25,27,25,34,25,34
Map_5060,57,144,24,24,24,26,23,23,23,23,23,23,23,23,23,23,25,23,25,23,25,23,23,23,23,23
Map_5061,604,174,58,57,211,58,58,43,58,43,58,43,43,43,43,43,58,34,75,34,76,34,58,34,58,34
Map_5062,556,138,31,31,88,96,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_5063,523,156,235,181,235,191,71,99,71,99,71,99,71,99,71,99,51,61,51,50,51,50,51,61,51,65
Map_5064,606,234,234,262,426,179,457,440,457,440,457,440,440,440,440,440,23,21,23,21,23,21,23,21,23,21
Map_5065,426,389,168,126,168,341,102,62,102,62,102,62,102,62,102,173,119,62,105,62,105,62,102,62,102,62
Map_5066,7,363,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_5067,138,458,23,23,23,23,23,26,23,26,23,26,23,29,23,29,23,23,23,23,23,23,23,23,23,23
Map_5068,19,87,20,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Map_5069,27,400,10,10,10,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5070,543,265,59,59,59,85,86,86,86,86,86,86,86,86,86,86,65,45,68,45,68,45,86,45,86,45
Map_5071,59,247,16,16,16,55,16,16,16,16,16,16,16,16,16,16,19,16,19,16,19,16,16,16,16,16
Map_5072,106,71,56,56,136,57,56,48,56,38,56,38,56,48,56,48,41,38,41,38,41,38,41,38,41,38
Map_5073,196,344,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5074,426,251,86,214,131,101,47,47,36,36,36,36,47,47,47,47,36,36,39,36,39,36,36,39,36,39
Map_5075,16,326,13,13,13,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5076,587,401,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,22,20,22,20,22,20,22,20
Map_5077,46,122,67,65,62,47,55,54,55,54,55,54,55,54,55,54,139,24,151,24,151,24,138,24,138,24
Map_5078,577,94,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5079,21,246,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5080,421,133,39,38,39,167,42,22,42,22,42,22,42,22,43,22,43,21,43,21,43,21,43,21,43,21
Map_5081,557,76,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5082,11,394,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5083,325,349,141,106,95,74,69,69,69,69,69,69,69,69,81,95,120,69,118,69,97,69,65,69,65,69
Map_5084,9,56,7,7,7,9,7,6,7,6,7,6,7,6,6,6,7,6,7,6,7,6,7,6,7,6
Map_5085,497,352,62,65,100,86,62,62,62,62,62,62,65,65,69,69,32,32,34,32,34,32,32,32,32,32
Map_5086,518,190,62,31,62,37,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_5087,242,290,11,11,11,104,11,11,11,11,11,11,11,11,11,11,16,11,16,11,16,11,14,11,11,11
Map_5088,8,184,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,8,13,8,13,8,8,8,8,8
Map_5089,83,113,110,114,110,90,54,54,54,54,54,54,54,54,54,54,47,47,47,47,49,47,47,54,78,54
Map_5090,33,120,35,33,33,36,33,33,33,33,33,33,33,33,33,33,60,29,60,30,60,30,32,29,32,29
Map_5091,33,587,25,25,20,27,20,27,20,27,20,27,20,27,26,27,20,20,20,20,20,20,20,25,20,25
Map_5092,231,169,16,16,16,42,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_5093,18,246,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,22,17,22,17,17,17,17,17
Map_5094,567,463,21,19,19,21,19,19,19,19,19,19,19,19,19,19,21,19,21,19,21,19,19,19,19,19
Map_5095,5,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_5096,257,147,12,12,12,12,69,12,69,12,69,12,69,12,69,12,13,12,13,12,13,12,13,12,13,12
Map_5097,214,100,30,30,53,30,30,30,30,30,30,30,30,30,30,30,56,16,16,16,16,16,43,16,43,16
Map_5098,616,210,21,21,21,24,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_5099,106,80,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,15,23,15,23,15,27,15,27,15
Map_5100,571,232,71,71,71,114,70,70,70,70,70,70,70,70,70,70,66,35,72,32,72,32,66,35,70,35
Map_5101,31,358,18,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_5102,25,92,19,19,19,19,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_5103,39,320,47,40,47,41,38,40,38,40,38,40,40,40,40,40,31,38,88,38,88,38,31,38,31,38
Map_5104,509,485,38,43,43,48,38,43,38,43,38,43,43,43,43,43,35,22,35,22,35,22,36,22,38,22
Map_5105,591,232,66,48,66,130,41,41,41,41,41,41,40,41,40,41,40,43,40,43,40,43,40,41,40,41
Map_5106,533,97,31,31,30,32,30,30,30,30,30,30,30,30,30,30,31,30,26,31,26,31,31,30,31,30
Map_5107,27,219,28,27,28,24,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_5108,42,82,14,14,14,32,15,15,15,15,15,15,15,15,15,15,33,15,35,14,35,14,15,15,15,15
Map_5109,325,427,207,213,207,47,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Map_5110,178,340,21,20,18,21,20,13,20,13,20,13,20,13,20,13,20,13,20,13,20,13,20,13,20,13
Map_5111,41,392,21,21,21,32,17,15,17,15,17,15,17,15,17,15,17,15,17,15,17,15,17,15,17,15
Map_5112,550,279,11,11,11,22,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5113,6,26,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5114,172,496,73,73,73,89,78,76,77,77,77,77,76,76,76,76,78,67,78,67,78,67,77,67,77,75
Map_5115,10,26,8,8,8,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_5116,9,224,9,9,9,23,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5117,431,184,34,33,34,95,33,20,33,20,33,20,33,20,33,20,24,20,24,20,24,20,24,20,24,20
Map_5118,538,501,74,68,74,50,54,67,54,67,54,67,54,67,54,67,53,54,53,54,53,54,52,67,52,67
Map_5119,624,349,36,36,36,42,30,24,30,24,30,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24
Map_5120,395,197,150,30,150,56,25,25,25,25,25,25,25,25,25,25,46,25,46,25,46,25,45,25,44,25
Map_5121,173,217,61,48,48,63,48,48,48,48,48,48,48,48,48,48,45,48,44,48,44,48,45,48,45,48
Map_5122,612,497,22,22,22,24,29,22,29,22,29,22,29,22,29,22,62,22,62,22,62,22,62,22,62,22
Map_5123,74,262,26,26,30,27,27,25,27,25,27,25,25,25,25,25,27,25,27,25,27,25,27,25,27,25
Map_5124,210,134,36,36,36,37,52,36,52,36,52,36,52,36,52,36,62,36,62,36,62,36,74,36,74,36
Map_5125,321,100,40,40,40,41,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,21,22,21
Map_5126,6,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_5127,567,518,112,112,558,114,65,65,65,65,65,65,65,65,65,65,85,133,87,102,87,102,84,133,65,133
Map_5128,451,307,69,69,76,338,48,65,48,65,48,65,47,65,47,65,60,55,60,41,176,41,60,55,60,55
Map_5129,122,271,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_5130,547,284,20,20,20,47,54,20,54,20,54,20,20,20,20,20,48,20,37,20,37,20,48,20,48,20
Map_5131,11,23,11,11,11,26,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5132,15,118,14,14,14,24,14,12,14,12,14,12,12,12,12,12,14,8,8,8,8,8,14,8,14,8
Map_5133,71,217,15,15,15,21,15,15,15,15,15,15,15,15,15,15,13,12,13,12,13,12,13,12,13,12
Map_5134,24,33,21,15,21,23,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10
Map_5135,439,400,78,74,77,81,74,89,74,89,74,89,74,89,74,89,71,62,71,62,71,62,71,62,71,62
Map_5136,638,70,73,73,185,54,114,58,114,58,114,58,114,58,114,58,37,33,37,33,37,33,37,33,37,33
Map_5137,9,133,16,9,9,19,9,9,9,9,9,9,9,9,9,9,19,9,19,9,19,9,9,9,9,9
Map_5138,387,362,122,95,98,114,193,190,193,190,193,190,234,234,234,234,33,33,33,33,33,33,33,33,33,33
Map_5139,528,151,15,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_5140,9,124,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5141,515,78,12,12,12,12,12,10,12,10,12,10,10,10,10,10,10,10,12,10,12,10,10,10,10,10
Map_5142,589,625,49,37,87,63,24,24,42,24,42,24,24,24,24,24,24,24,25,24,25,24,24,24,24,24
Map_5143,10,33,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5144,449,585,31,30,31,35,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Map_5145,316,275,185,185,183,223,67,157,67,157,67,157,67,157,67,157,67,34,67,34,67,34,67,34,67,34
Map_5146,18,115,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5147,9,27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_5148,468,446,41,46,41,29,24,30,24,30,24,30,24,30,24,30,24,24,24,29,24,29,24,34,24,30
Map_5149,67,54,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_5150,45,186,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,8,9,8,9,8,9,8
Map_5151,545,202,66,66,74,66,66,32,66,32,66,32,66,32,66,32,41,32,41,32,41,32,41,32,41,32
Map_5152,34,47,28,28,28,41,28,15,28,15,28,15,28,15,28,15,17,15,17,15,17,15,17,15,17,15
Map_5153,583,404,363,548,518,459,388,106,388,106,388,106,388,168,402,168,135,97,139,97,139,94,135,97,182,97
Map_5154,587,165,167,109,167,190,48,57,48,57,48,57,47,502,47,527,51,61,51,61,51,61,51,61,51,61
Map_5155,489,388,19,19,19,449,19,19,19,19,19,19,19,19,19,19,19,13,19,13,19,13,19,13,19,13
Map_5156,45,184,34,29,34,36,29,38,29,38,29,38,29,38,29,38,29,38,31,38,31,38,29,38,29,38
Map_5157,169,261,121,103,118,57,82,55,82,55,82,55,54,55,54,55,55,52,37,63,40,63,55,52,53,52
Map_5158,35,84,28,28,28,32,35,35,35,35,35,35,31,31,31,31,27,27,27,27,27,27,32,27,35,27
Map_5159,16,105,18,48,18,18,18,54,18,54,18,54,49,54,49,54,14,14,14,14,14,14,14,47,14,47
Map_5160,227,155,59,59,59,23,23,44,23,44,23,44,23,44,23,44,23,23,23,23,23,23,23,44,23,44
Map_5161,264,348,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_5162,632,322,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30
Map_5163,503,414,128,55,409,189,73,230,73,230,73,230,55,55,55,55,238,59,148,59,148,59,326,61,326,61
Map_5164,582,147,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_5165,44,534,18,18,18,20,20,19,20,19,20,19,19,19,19,19,25,18,41,18,41,18,25,18,25,18
Map_5166,9,292,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,9,9,9,9
Map_5167,16,174,12,12,16,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5168,14,90,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_5169,589,199,93,76,91,48,135,43,135,43,135,43,135,43,135,43,124,67,124,51,124,51,135,67,77,67
Map_5170,578,248,24,24,23,24,27,24,27,24,27,24,53,24,53,24,25,23,25,23,25,23,25,23,25,23
Map_5171,552,132,27,27,27,31,27,26,27,26,27,26,27,26,27,26,24,24,28,24,28,24,24,26,24,26
Map_5172,57,286,55,55,55,94,20,56,20,56,20,56,55,56,68,56,20,20,20,20,20,20,20,20,20,57
Map_5173,17,201,12,12,12,15,12,12,12,12,12,12,12,12,12,12,12,11,13,11,13,11,12,11,12,11
Map_5174,634,423,314,310,92,184,97,70,97,70,97,70,97,72,97,72,86,70,120,70,120,70,86,70,86,70
Map_5175,490,67,25,25,25,38,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Map_5176,248,175,184,184,290,170,130,55,129,55,129,55,145,55,249,55,48,55,34,55,37,55,42,55,42,55
Map_5177,14,241,12,12,12,36,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_5178,14,154,14,14,14,19,12,12,12,12,12,12,12,12,12,12,12,12,17,12,18,12,12,12,12,12
Map_5179,520,473,228,132,311,122,114,91,114,91,114,91,223,90,223,141,43,45,98,46,98,46,43,45,43,45
Map_5180,493,353,434,408,433,346,34,37,34,37,34,37,34,37,34,37,34,37,43,37,43,37,34,37,34,37
Map_5181,302,135,69,69,70,181,54,47,54,47,54,47,53,73,53,73,62,62,62,62,62,62,62,62,62,62
Map_5182,138,194,24,23,24,28,24,23,24,23,24,23,23,23,23,23,23,23,23,23,23,23,22,23,22,23
Map_5183,624,212,136,136,516,378,243,274,243,274,243,274,243,228,243,228,161,184,161,184,161,184,120,184,120,184
Map_5184,74,115,37,37,37,44,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Map_5185,12,494,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_5186,12,536,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,10,10,10,10,10
Map_5187,121,93,23,23,23,24,18,23,18,23,18,23,18,23,18,23,18,20,18,20,18,20,18,20,18,23
Map_5188,629,349,105,105,105,120,218,283,218,283,218,283,193,193,193,193,314,198,305,85,307,85,193,91,193,91
Map_5189,79,453,51,51,52,61,42,51,42,51,42,42,42,51,42,51,42,37,42,37,42,37,42,42,42,42
Map_5190,608,472,480,264,583,546,464,464,464,464,464,464,108,108,108,108,55,334,54,303,54,303,71,251,71,251
Map_5191,26,301,22,22,22,29,22,22,22,22,22,22,22,22,22,22,23,17,17,17,17,17,21,17,21,17
Map_5192,27,233,11,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,16,11,16,11,11,11,11,11
Map_5193,565,561,46,46,46,239,46,46,46,46,46,46,44,44,44,44,42,46,42,46,42,46,42,46,42,46
Map_5194,123,82,161,55,55,67,55,55,55,55,55,55,57,57,57,57,55,55,47,55,47,55,55,55,55,55
Map_5195,510,244,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5196,120,119,20,20,20,24,42,20,42,20,42,20,42,20,42,20,17,16,17,16,17,16,17,16,17,16
Map_5197,17,52,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_5198,122,187,58,55,58,43,38,24,38,24,38,24,38,24,38,24,18,18,18,18,18,18,18,18,18,18
Map_5199,133,216,29,29,29,240,38,38,38,38,38,38,38,38,38,38,25,23,25,23,25,23,29,23,29,23
Map_5200,15,373,15,15,15,17,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15
Map_5201,96,67,79,79,79,43,30,30,30,30,30,30,30,30,30,30,30,26,30,26,30,26,30,26,30,26
Map_5202,591,292,60,60,60,56,61,61,61,61,61,61,61,61,61,61,40,52,53,51,53,51,40,59,51,59
Map_5203,640,342,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_5204,105,334,72,71,327,125,66,74,66,63,66,63,65,64,65,64,56,42,56,48,56,48,56,57,56,61
Map_5205,169,126,53,53,53,59,54,133,54,133,54,133,54,133,54,133,56,108,59,56,59,56,56,165,56,165
Map_5206,241,192,73,73,73,81,68,68,68,68,68,68,68,103,215,177,69,55,65,54,65,54,66,61,66,61
Map_5207,504,202,33,33,33,37,25,34,25,34,25,34,36,34,36,34,25,25,29,25,29,25,25,25,25,34
Map_5208,300,389,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,20,22,20,22,21,21,21
