Map_ID,Greedy AI,Time-Expanded Min-Cut,Heuristic Weight AI (I:1 M:1 C:1),Heuristic Weight AI (I:2 M:1 C:1),Heuristic Weight AI (I:1 M:2 C:1),Heuristic Weight AI (I:1 M:1 C:2),Look-2 (P:1 I:1 Place wall:Passive),Look-2 (P:1 I:1 Place wall:Active),Look-2 (P:2 I:1 Place wall:Passive),Look-2 (P:2 I:1 Place wall:Active),Look-2 (P:3 I:1 Place wall:Passive),Look-2 (P:3 I:1 Place wall:Active),Look-2 (P:1 I:2 Place wall:Passive),Look-2 (P:1 I:2 Place wall:Active),Look-2 (P:1 I:3 Place wall:Passive),Look-2 (P:1 I:3 Place wall:Active),Look-3 (P:1 I:1 Place wall:Passive),Look-3 (P:1 I:1 Place wall:Active),Look-3 (P:2 I:1 Place wall:Passive),Look-3 (P:2 I:1 Place wall:Active),Look-3 (P:3 I:1 Place wall:Passive),Look-3 (P:3 I:1 Place wall:Active),Look-3 (P:1 I:2 Place wall:Passive),Look-3 (P:1 I:2 Place wall:Active),Look-3 (P:1 I:3 Place wall:Passive),Look-3 (P:1 I:3 Place wall:Active)
Map_0,23,163,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1,15,69,15,15,15,16,16,15,16,15,16,15,16,15,16,15,16,15,19,15,19,15,16,15,16,15
Map_2,12,45,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_3,20,86,15,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_4,67,104,13,13,13,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_5,97,166,26,26,26,29,25,26,25,26,25,26,25,26,25,26,25,25,25,25,25,25,25,25,25,25
Map_6,13,35,14,14,14,14,14,13,14,13,14,13,14,13,14,13,14,13,15,13,15,13,14,13,14,13
Map_7,16,71,16,16,16,23,16,16,16,16,16,16,16,16,16,16,17,16,17,16,17,16,17,16,17,16
Map_8,9,105,13,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_9,238,61,27,27,28,39,35,35,35,35,35,35,33,33,33,33,32,23,32,23,32,23,32,23,32,23
Map_10,18,107,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_11,47,39,25,26,25,25,20,20,20,20,20,20,20,20,20,20,21,20,21,20,21,20,21,20,21,20
Map_12,11,46,11,11,11,21,11,11,11,11,11,11,11,11,11,11,12,11,12,11,12,11,12,11,11,11
Map_13,10,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_14,27,83,21,20,21,38,27,23,27,23,27,23,23,23,23,23,27,23,18,23,18,24,27,20,27,20
Map_15,13,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,11,12,11,12,11,12,11
Map_16,20,246,18,18,18,18,18,19,18,19,18,19,18,19,18,19,13,13,13,13,13,13,18,16,18,16
Map_17,12,90,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12
Map_18,11,15,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_19,12,151,10,10,12,10,10,10,10,10,10,10,10,10,10,10,12,10,12,10,12,10,12,10,12,10
Map_20,10,25,7,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_21,10,40,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_22,11,23,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_23,23,29,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_24,21,119,19,19,21,19,14,16,14,16,14,16,14,16,14,16,14,11,14,11,14,11,14,11,14,11
Map_25,45,35,25,23,23,25,27,27,27,27,27,27,23,23,23,23,20,19,20,19,20,19,19,19,19,19
Map_26,12,24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_27,54,62,24,24,37,24,24,17,24,17,24,17,24,17,24,17,24,17,24,17,24,17,24,17,24,17
Map_28,16,148,16,16,16,18,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16,17,16
Map_29,30,65,34,34,34,37,30,30,30,30,30,30,30,30,30,30,30,26,30,26,30,26,30,26,30,26
Map_30,28,111,19,19,19,24,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Map_31,12,72,12,12,12,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_32,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_33,7,80,9,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_34,10,19,10,10,10,14,10,10,10,10,10,10,10,10,10,10,14,9,20,9,20,9,10,9,10,9
Map_35,27,46,24,22,24,24,22,22,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,23,22
Map_36,22,93,22,22,22,22,22,22,22,22,22,22,22,22,22,22,18,18,18,18,18,18,18,18,18,18
Map_37,11,33,18,18,12,15,14,14,14,14,14,14,14,14,14,14,14,11,14,11,14,11,14,11,14,11
Map_38,92,106,36,30,30,61,28,45,28,45,28,45,45,45,45,45,32,28,32,27,32,27,28,28,28,45
Map_39,18,104,20,20,20,29,17,18,17,18,17,18,17,18,18,18,17,17,17,17,17,17,17,18,17,18
Map_40,12,25,11,10,11,18,10,10,10,10,10,10,10,10,10,10,11,10,11,10,11,10,10,10,10,10
Map_41,55,78,33,33,41,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Map_42,26,62,22,20,20,20,20,17,20,17,20,17,17,17,17,17,22,17,22,17,22,17,20,17,20,17
Map_43,13,19,5,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_44,98,96,28,26,26,28,26,26,26,26,26,26,26,26,26,26,20,20,40,20,40,20,20,20,20,20
Map_45,7,20,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,7,7,7,7,7
Map_46,11,71,7,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_47,25,24,10,10,10,10,10,11,10,11,10,11,10,11,10,11,10,10,17,10,17,10,10,10,10,10
Map_48,10,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,13,10,13,10,10,10,10,10
Map_49,26,62,15,15,15,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_50,22,82,15,15,17,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_51,8,53,7,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_52,14,37,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_53,38,92,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Map_54,22,70,24,22,32,30,19,20,19,20,19,20,19,20,19,20,20,19,20,19,20,19,20,19,20,19
Map_55,9,23,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_56,14,68,16,16,14,16,16,14,16,14,16,14,16,14,16,14,15,14,15,14,15,14,15,14,15,14
Map_57,67,60,33,36,33,33,28,36,28,33,28,33,28,36,28,36,28,28,28,28,28,28,28,28,28,28
Map_58,7,93,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_59,10,31,11,11,11,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_60,53,170,22,22,22,110,40,15,40,15,40,15,17,15,17,15,27,15,28,15,28,15,27,15,27,15
Map_61,78,108,36,34,35,37,33,33,33,33,33,33,33,33,33,33,32,30,32,30,32,30,30,30,30,30
Map_62,35,159,13,13,13,19,13,13,13,13,13,13,13,13,13,13,19,13,19,13,19,13,13,13,13,13
Map_63,29,70,30,30,20,30,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19,30,19
Map_64,9,40,9,9,9,10,9,9,9,9,9,9,9,9,9,9,10,9,10,9,10,9,9,9,9,9
Map_65,11,23,12,10,10,12,10,10,10,10,10,10,10,10,10,10,12,10,12,10,12,10,12,10,10,10
Map_66,31,44,12,12,12,16,12,12,12,12,12,12,12,12,12,12,16,12,16,12,16,12,12,12,12,12
Map_67,29,56,23,23,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Map_68,14,19,15,15,15,17,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,14,14,14,14,14
Map_69,17,58,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_70,17,79,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_71,11,275,11,11,11,11,11,9,11,9,11,9,11,9,11,9,9,9,9,9,9,9,9,9,9,9
Map_72,7,17,7,7,7,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_73,29,84,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,18,20,18,20,18,20,18,20,18
Map_74,81,63,45,45,47,48,45,47,45,47,45,47,45,45,45,45,45,45,45,45,45,45,45,45,45,47
Map_75,6,30,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_76,64,97,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_77,7,12,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_78,13,88,13,13,13,24,14,14,14,14,14,14,14,14,14,14,14,13,17,13,17,13,14,13,14,13
Map_79,16,167,10,10,8,10,10,8,10,8,10,8,10,8,10,8,12,8,12,8,12,8,12,8,12,8
Map_80,9,15,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_81,12,30,9,9,9,9,9,7,9,7,9,7,9,7,9,7,7,7,7,7,7,7,7,7,7,7
Map_82,70,67,28,28,28,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Map_83,24,43,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,13,14,13,14,13
Map_84,7,27,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_85,15,25,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,13,14,13,14,13
Map_86,14,28,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_87,26,48,18,18,16,18,19,16,19,16,19,16,18,17,18,17,19,16,19,16,19,16,19,16,19,16
Map_88,20,30,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_89,26,40,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,18,15,15,15,15,15
Map_90,9,51,9,9,9,16,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9
Map_91,118,69,19,19,21,17,19,19,19,19,19,19,19,19,19,19,17,16,17,16,17,17,17,16,17,16
Map_92,5,11,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,7,5,7,5,5,5,5,5
Map_93,8,251,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_94,143,96,38,38,30,29,24,32,24,32,24,32,24,32,24,32,24,24,24,24,24,24,24,32,24,32
Map_95,56,92,46,46,46,51,29,50,29,50,29,50,29,50,29,50,29,29,29,29,29,29,29,29,29,46
Map_96,11,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,12,12,12,11,11,11,11
Map_97,106,176,42,37,42,47,30,30,30,30,30,30,30,30,30,30,31,30,31,30,41,30,30,30,30,30
Map_98,7,22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_99,9,96,8,8,8,14,8,9,8,9,8,9,8,9,8,9,8,8,8,8,8,8,8,8,8,8
Map_100,10,29,10,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_101,39,74,17,17,17,18,17,17,17,17,17,17,17,17,17,17,18,17,27,17,27,17,18,17,18,17
Map_102,9,42,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_103,10,96,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_104,12,54,13,13,13,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_105,45,151,30,30,30,30,21,21,21,21,21,21,21,21,21,21,21,21,24,21,24,21,21,21,21,21
Map_106,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10
Map_107,10,107,11,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_108,20,130,15,15,15,18,15,15,15,15,15,15,15,15,15,15,14,11,14,11,14,11,11,11,11,11
Map_109,5,20,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_110,17,94,18,17,18,31,18,17,18,17,18,17,17,17,17,17,18,17,18,17,18,17,18,17,18,17
Map_111,24,33,17,16,21,26,16,16,16,16,16,16,16,16,16,16,25,16,25,16,25,16,16,16,16,16
Map_112,12,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,9,13,9,9,9,9,9
Map_113,23,29,23,23,23,23,20,20,20,20,20,20,20,20,20,20,19,18,19,18,19,18,18,18,18,18
Map_114,15,52,14,14,14,15,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,14,14,14,14,14
Map_115,9,24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_116,6,34,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_117,29,42,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,17,16,17,17,17,17
Map_118,9,16,8,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_119,30,45,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,12,12,12,12
Map_120,34,107,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,13,14,13,14,13,13,13,13,13
Map_121,14,20,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_122,15,243,18,24,24,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_123,19,83,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,11,12,11,12,11,12,11,12,11
Map_124,63,117,18,18,24,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_125,13,59,9,8,9,23,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_126,163,122,54,53,53,51,49,49,49,49,49,49,49,49,49,49,49,47,49,47,49,47,49,47,49,48
Map_127,54,205,24,24,24,23,21,21,21,21,21,21,21,21,21,21,21,23,21,23,21,24,21,23,21,23
Map_128,4,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Map_129,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_130,55,87,31,30,31,31,31,30,31,30,31,30,30,30,30,30,34,30,34,30,34,32,31,30,31,30
Map_131,15,28,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_132,21,35,15,15,15,20,18,18,18,18,18,18,18,18,18,18,19,15,19,15,19,15,19,15,19,15
Map_133,7,21,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_134,10,16,10,10,10,11,10,10,10,10,10,10,10,10,10,10,12,10,12,10,12,10,10,10,10,10
Map_135,19,41,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_136,10,29,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_137,22,44,18,18,14,20,18,18,18,18,18,18,18,18,18,18,18,19,18,19,18,19,18,18,18,18
Map_138,11,41,11,11,11,17,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10
Map_139,7,48,10,10,10,10,10,9,10,9,10,9,9,9,9,9,10,7,9,7,9,7,10,7,10,7
Map_140,17,49,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,17,18,17,18,17,16,16,16,16
Map_141,10,19,11,10,11,11,11,10,11,10,11,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10
Map_142,33,63,22,16,22,23,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_143,15,100,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_144,15,161,15,15,15,15,15,15,15,15,15,15,15,15,15,15,23,15,23,15,23,15,23,15,23,15
Map_145,26,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_146,27,81,40,40,40,29,24,31,24,31,24,31,24,31,24,31,24,31,24,27,24,27,24,31,24,31
Map_147,8,15,10,10,10,12,10,8,10,8,10,8,10,8,10,8,10,8,12,8,12,8,10,8,10,8
Map_148,13,30,11,11,11,13,11,13,11,13,11,13,11,13,10,13,13,10,13,10,13,10,11,10,11,10
Map_149,15,67,12,12,12,13,12,12,12,12,12,12,12,14,14,14,13,12,13,12,13,12,12,12,12,12
Map_150,45,47,25,25,25,27,23,23,23,23,23,23,23,23,23,23,23,23,24,23,24,23,23,23,23,23
Map_151,13,61,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_152,9,36,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_153,15,43,15,15,15,15,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12,15,12
Map_154,9,24,10,9,10,12,10,9,10,9,10,9,9,9,9,9,10,9,10,9,10,9,10,9,10,9
Map_155,9,17,9,9,9,14,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Map_156,11,36,12,11,11,12,9,9,9,9,9,9,9,9,9,9,11,9,11,9,11,9,9,9,9,9
Map_157,5,37,6,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_158,26,27,17,18,17,19,13,12,13,12,13,12,12,12,12,12,13,12,13,12,13,12,13,12,13,12
Map_159,13,36,13,13,13,13,13,11,13,11,13,11,13,11,13,11,13,11,13,11,13,11,13,11,13,11
Map_160,115,59,28,28,28,38,27,19,27,19,27,19,27,19,27,19,27,19,29,19,29,19,27,19,27,19
Map_161,11,118,10,10,10,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_162,27,54,20,19,20,20,20,19,20,19,20,19,19,19,19,19,19,19,19,20,19,20,19,19,19,19
Map_163,21,76,22,22,21,18,18,18,18,18,18,18,18,18,18,18,18,16,18,16,18,16,18,16,18,16
Map_164,5,17,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_165,12,105,12,12,12,12,12,11,12,11,12,11,12,11,11,11,12,11,13,11,13,11,12,11,12,11
Map_166,19,81,19,12,12,19,12,21,12,21,12,21,12,21,12,21,12,17,12,14,12,14,12,18,12,19
Map_167,99,88,55,55,55,55,49,35,48,35,48,35,49,35,49,35,43,35,43,35,43,35,46,35,46,35
Map_168,8,95,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_169,12,22,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,12,9,12,9,9,9,9,9
Map_170,15,66,8,8,8,8,8,8,8,8,8,8,12,12,12,12,8,8,8,8,8,8,8,8,8,8
Map_171,8,21,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8
Map_172,29,69,16,16,16,18,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15,16,15
Map_173,24,64,26,25,26,38,29,25,29,25,29,25,25,25,25,25,19,30,19,30,19,30,19,30,19,30
Map_174,17,62,18,18,18,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_175,58,132,48,48,48,61,51,51,51,51,51,51,51,51,51,51,28,25,28,25,28,25,25,25,25,25
Map_176,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Map_177,42,58,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Map_178,5,8,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_179,13,58,10,10,10,10,10,11,10,11,10,11,10,11,10,11,10,10,10,10,10,10,10,10,10,10
Map_180,7,22,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_181,32,40,32,28,33,31,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_182,6,23,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_183,12,34,10,10,10,10,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Map_184,94,76,50,50,50,57,50,50,50,50,50,50,50,50,50,50,33,33,33,33,33,33,33,33,33,33
Map_185,12,20,14,12,12,14,12,12,12,12,12,12,12,12,12,12,12,12,13,12,13,12,12,12,12,12
Map_186,60,42,19,18,19,19,21,19,21,19,21,19,19,19,19,19,17,18,26,18,26,18,19,18,19,18
Map_187,165,106,15,13,13,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_188,223,62,20,19,16,21,19,20,16,16,16,16,19,20,19,20,14,14,14,14,14,14,14,16,14,16
Map_189,8,23,10,8,10,10,8,8,10,8,10,8,8,8,8,8,10,8,10,8,10,8,8,8,8,8
Map_190,15,110,15,11,13,15,15,11,15,11,15,11,11,11,11,11,15,11,16,11,16,11,15,11,15,11
Map_191,28,40,25,25,21,28,25,24,25,24,25,24,25,24,25,24,26,21,19,19,19,19,25,23,25,23
Map_192,38,129,30,28,30,30,28,28,28,28,28,28,28,28,28,28,28,26,28,26,28,26,28,28,28,28
Map_193,14,42,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_194,15,51,15,15,15,15,13,14,13,14,13,14,13,14,13,14,13,13,13,13,13,13,13,14,13,14
Map_195,9,51,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_196,29,98,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13
Map_197,15,53,10,10,10,12,9,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9,9,9,9
Map_198,20,29,14,14,14,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_199,96,153,27,27,40,32,25,27,25,27,25,27,25,27,25,27,25,27,25,27,25,27,25,27,25,27
Map_200,26,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_201,7,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_202,20,31,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Map_203,14,24,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_204,5,75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_205,9,19,9,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_206,12,101,8,7,8,8,8,7,8,7,8,7,7,7,7,7,8,7,8,7,8,7,8,7,8,7
Map_207,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_208,6,24,7,7,7,7,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_209,11,18,10,10,10,13,10,10,10,10,10,10,10,10,10,10,11,10,11,10,11,10,11,10,11,10
Map_210,36,71,11,11,11,29,11,11,11,11,11,11,11,11,11,11,11,11,28,11,28,11,11,11,11,11
Map_211,76,69,17,17,17,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_212,8,18,10,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_213,32,74,24,24,24,24,14,24,14,24,14,24,14,24,14,24,14,14,14,14,14,14,14,14,14,14
Map_214,9,20,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_215,8,26,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_216,15,43,9,9,9,9,8,9,8,9,8,9,8,9,8,9,8,8,8,8,8,8,8,8,8,8
Map_217,72,111,33,24,33,50,24,23,24,23,24,23,24,23,23,23,27,19,27,19,27,19,27,19,24,19
Map_218,25,309,23,20,23,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_219,7,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_220,11,29,12,12,12,13,13,12,13,12,13,12,13,12,13,12,11,11,11,11,11,11,11,11,11,11
Map_221,23,33,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_222,15,50,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_223,11,112,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_224,20,69,13,13,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_225,6,26,7,6,7,7,7,6,7,6,7,6,6,6,6,6,7,6,7,6,7,6,7,6,7,6
Map_226,26,50,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_227,9,142,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_228,62,100,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_229,4,9,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Map_230,33,142,24,24,24,27,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24
Map_231,5,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_232,6,70,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_233,21,41,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_234,31,141,22,22,22,32,29,29,29,29,29,29,29,29,29,29,16,14,16,14,16,14,14,14,14,14
