Map_ID,Greedy AI,Time-Expanded Min-Cut,Heuristic Weight AI (I:1 M:1 C:1),Heuristic Weight AI (I:2 M:1 C:1),Heuristic Weight AI (I:1 M:2 C:1),Heuristic Weight AI (I:1 M:1 C:2),Look-2 (P:1 I:1 Place wall:Passive),Look-2 (P:1 I:1 Place wall:Active),Look-2 (P:2 I:1 Place wall:Passive),Look-2 (P:2 I:1 Place wall:Active),Look-2 (P:3 I:1 Place wall:Passive),Look-2 (P:3 I:1 Place wall:Active),Look-2 (P:1 I:2 Place wall:Passive),Look-2 (P:1 I:2 Place wall:Active),Look-2 (P:1 I:3 Place wall:Passive),Look-2 (P:1 I:3 Place wall:Active),Look-3 (P:1 I:1 Place wall:Passive),Look-3 (P:1 I:1 Place wall:Active),Look-3 (P:2 I:1 Place wall:Passive),Look-3 (P:2 I:1 Place wall:Active),Look-3 (P:3 I:1 Place wall:Passive),Look-3 (P:3 I:1 Place wall:Active),Look-3 (P:1 I:2 Place wall:Passive),Look-3 (P:1 I:2 Place wall:Active),Look-3 (P:1 I:3 Place wall:Passive),Look-3 (P:1 I:3 Place wall:Active)
Map_1362,42,84,23,23,23,26,23,24,23,24,23,24,23,24,23,24,22,22,22,16,22,16,22,22,22,22
Map_1363,12,42,14,14,14,15,14,12,14,12,14,12,14,12,14,12,15,12,15,12,15,12,14,12,14,12
Map_1364,23,19,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1365,12,50,11,11,11,11,12,11,12,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1366,8,24,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,8,9,8,9,8
Map_1367,26,56,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,15,17,15,17,15,17,15,17,15
Map_1368,8,12,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1369,90,120,56,55,56,68,52,48,52,48,52,48,52,48,57,48,45,34,45,34,45,34,45,34,45,34
Map_1370,13,51,14,12,13,24,12,12,12,12,12,12,12,12,12,12,12,11,12,11,12,11,12,11,12,11
Map_1371,26,92,24,24,24,24,24,23,24,23,24,23,24,26,24,26,24,23,24,23,24,23,24,23,24,23
Map_1372,27,71,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_1373,22,25,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,14,14,14,14,14
Map_1374,10,27,8,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1375,77,124,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
Map_1376,12,35,12,12,12,31,12,12,12,12,12,12,12,12,12,12,15,12,15,12,15,12,12,12,12,12
Map_1377,6,10,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1378,23,39,15,15,13,15,13,12,13,12,13,12,12,12,12,12,14,12,14,12,14,12,14,12,14,12
Map_1379,36,61,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1380,15,255,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1381,18,41,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1382,8,173,7,7,7,15,7,7,7,7,7,7,7,7,7,7,7,7,8,7,8,7,7,7,7,7
Map_1383,17,113,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,17,15,15,15,15,15,17,15,17
Map_1384,7,19,8,7,7,10,7,7,7,7,7,7,7,7,7,7,8,7,8,7,8,7,7,7,7,7
Map_1385,16,36,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1386,12,33,12,12,12,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11
Map_1387,12,74,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1388,22,78,18,18,18,24,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_1389,57,63,21,20,21,26,20,20,20,20,20,20,20,20,20,20,27,20,27,20,27,20,20,20,20,20
Map_1390,6,13,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1391,8,94,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1392,7,11,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1393,10,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1394,10,15,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1395,8,52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1396,21,84,15,15,15,18,15,15,15,15,15,15,15,15,15,15,20,15,20,15,20,15,15,15,15,15
Map_1397,42,236,21,21,21,26,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Map_1398,100,79,35,35,35,41,35,33,35,33,35,33,33,33,33,33,35,19,35,19,35,19,35,19,35,19
Map_1399,24,42,22,22,22,28,22,15,22,15,22,15,22,15,22,15,25,15,26,15,26,15,23,15,23,15
Map_1400,70,62,17,17,15,24,17,17,17,17,17,17,17,17,17,17,17,15,17,15,17,15,17,15,17,15
Map_1401,27,220,21,21,43,21,21,21,21,21,21,21,21,21,21,21,23,21,23,21,23,21,23,21,23,21
Map_1402,6,171,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,6,6,6,6
Map_1403,6,50,6,6,6,10,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6
Map_1404,90,61,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10
Map_1405,7,83,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1406,22,47,17,15,16,22,15,15,15,15,15,15,15,15,15,15,15,10,15,10,15,10,15,10,15,10
Map_1407,14,61,16,16,16,25,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12
Map_1408,23,105,24,24,24,28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Map_1409,17,37,19,19,19,24,23,19,23,19,23,19,23,19,23,19,23,19,23,19,23,19,23,19,23,19
Map_1410,36,117,14,14,14,15,14,14,14,14,14,14,14,16,16,16,14,13,14,13,14,13,14,13,14,13
Map_1411,11,21,9,9,9,11,9,9,9,9,9,9,9,9,9,9,11,9,11,9,11,9,9,9,9,9
Map_1412,46,130,26,26,29,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,28,28,26,25,26,25
Map_1413,13,32,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,15,13,15,13,14,13,14,13
Map_1414,19,28,20,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,18,17,18,17,19,19,19,19
Map_1415,6,28,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1416,18,30,14,13,13,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_1417,40,38,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1418,6,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1419,18,216,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1420,35,68,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_1421,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1422,22,44,20,20,20,26,20,20,20,20,20,20,20,20,20,20,21,18,21,18,21,18,20,18,20,18
Map_1423,17,26,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_1424,35,68,27,26,27,28,28,26,28,26,28,26,26,28,28,28,29,26,28,26,28,26,28,26,28,26
Map_1425,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Map_1426,52,229,29,28,28,29,28,28,28,28,28,28,28,28,28,28,29,28,29,28,29,28,28,28,28,28
Map_1427,8,15,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1428,35,26,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,18,17
Map_1429,10,88,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1430,14,36,13,13,13,16,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12
Map_1431,47,157,40,32,41,50,37,37,37,37,37,37,37,37,37,37,37,35,33,35,33,35,37,37,37,37
Map_1432,43,62,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1433,14,31,11,11,14,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1434,19,69,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1435,15,31,15,15,14,17,15,15,15,15,15,15,15,15,15,15,17,13,17,13,17,13,15,13,15,13
Map_1436,9,27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1437,13,77,12,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12
Map_1438,45,138,21,21,13,22,18,18,18,18,18,18,18,18,18,18,18,13,18,13,18,13,18,13,18,13
Map_1439,16,100,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_1440,7,35,11,11,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1441,10,13,9,9,9,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9
Map_1442,18,42,18,18,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_1443,9,23,10,9,10,14,9,9,9,9,9,9,9,9,9,9,13,9,13,9,13,9,9,9,9,9
Map_1444,7,19,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1445,19,31,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1446,18,102,16,13,16,16,16,13,16,13,16,13,13,13,13,13,14,13,14,14,14,14,14,13,14,13
Map_1447,49,113,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_1448,188,214,23,23,23,23,22,21,22,21,22,21,21,21,21,21,23,21,23,21,23,21,22,21,22,21
Map_1449,6,21,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1450,14,29,11,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1451,18,47,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1452,17,34,18,18,18,20,18,17,18,17,18,17,18,17,18,17,12,12,12,12,12,12,12,12,12,12
Map_1453,15,84,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1454,13,73,12,11,12,12,13,13,13,13,13,13,13,13,13,13,13,12,13,12,13,12,13,12,13,13
Map_1455,5,13,5,5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1456,13,20,11,10,10,18,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10
Map_1457,144,147,27,27,27,29,26,26,26,26,26,26,26,26,26,26,27,16,29,16,29,16,27,16,16,16
Map_1458,13,30,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10
Map_1459,10,39,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1460,31,58,12,12,22,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1461,7,51,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1462,75,103,41,41,41,46,41,36,41,36,41,36,32,36,32,36,30,24,32,24,32,24,24,24,24,24
Map_1463,446,56,27,25,28,28,25,25,25,25,25,25,25,25,25,25,30,25,30,25,30,25,28,25,28,25
Map_1464,9,122,10,10,10,14,10,9,10,9,10,9,9,9,9,9,9,9,13,9,13,9,9,9,9,9
Map_1465,11,175,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1466,17,108,17,17,17,30,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Map_1467,7,33,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1468,15,45,9,9,9,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1469,22,33,19,19,19,19,18,18,18,18,18,18,18,18,18,18,20,18,20,18,20,18,19,18,19,18
Map_1470,9,28,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,11,9,11,9,9,9,9,9
Map_1471,19,56,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,15,16,15
Map_1472,18,40,23,23,23,23,26,22,26,22,26,22,26,22,26,22,23,22,23,22,23,22,23,22,23,22
Map_1473,5,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1474,8,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1475,7,18,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1476,11,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1477,9,44,9,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1478,57,184,33,26,23,22,26,23,26,23,26,23,26,26,26,26,20,26,20,24,20,24,21,27,21,23
Map_1479,13,29,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1480,11,66,11,11,11,28,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Map_1481,7,32,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1482,6,62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,10,6,10,6,6,6,6,6
Map_1483,17,55,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1484,152,284,129,127,127,109,101,101,60,60,60,60,101,101,101,101,34,34,34,34,34,34,34,34,34,34
Map_1485,20,58,20,20,20,20,20,21,20,21,20,21,20,21,20,21,20,17,20,17,22,17,20,17,20,17
Map_1486,27,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1487,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1488,39,46,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,20,24,20,24,20,23,20,23,20
Map_1489,18,109,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,13,11,11,11,11,11
Map_1490,56,94,38,50,38,38,43,46,43,46,43,46,43,46,43,46,38,43,39,38,39,38,43,43,43,43
Map_1491,42,151,35,35,35,48,22,32,22,32,22,32,22,32,22,32,20,23,20,20,20,20,20,32,20,32
Map_1492,14,323,14,13,14,18,13,13,13,13,13,13,13,13,13,13,14,13,14,13,14,13,13,13,13,13
Map_1493,6,102,6,6,6,28,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1494,28,52,23,23,23,23,24,24,24,24,24,24,24,24,24,24,15,11,15,11,15,11,15,11,15,11
Map_1495,5,9,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1496,5,16,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1497,10,31,10,9,10,10,9,9,9,9,9,9,9,9,9,9,10,9,12,9,12,9,9,9,9,9
Map_1498,26,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,15,15,15,15,15
Map_1499,8,170,6,6,6,6,6,8,6,8,6,8,6,8,6,8,6,6,8,6,8,6,6,6,6,6
Map_1500,15,38,10,10,10,13,9,9,9,9,9,9,9,9,9,9,10,9,16,9,16,9,9,9,9,9
Map_1501,18,57,16,16,16,27,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,19,18,19,18
Map_1502,16,79,15,15,14,15,15,14,15,14,15,14,15,14,15,14,15,14,16,14,16,14,15,14,15,14
Map_1503,13,22,12,12,12,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12
Map_1504,421,189,33,33,33,41,41,41,41,41,41,41,41,41,41,41,40,37,40,36,40,36,37,33,37,33
Map_1505,39,42,16,16,16,25,16,16,16,16,16,16,16,16,16,16,16,16,16,11,16,11,16,16,16,16
Map_1506,12,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,11,9,11,9,9,9,9,9
Map_1507,12,56,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11
Map_1508,16,36,13,13,13,17,13,15,13,15,13,15,13,15,13,15,13,13,13,13,13,13,13,13,13,13
Map_1509,6,16,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1510,7,11,7,6,7,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1511,21,67,18,18,18,19,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13
Map_1512,29,72,31,31,31,32,31,36,31,36,31,36,49,49,49,49,18,18,18,18,18,18,18,18,18,18
Map_1513,10,161,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1514,14,255,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1515,14,28,14,14,14,21,19,14,19,14,19,14,19,14,19,14,20,14,24,14,24,14,19,14,19,14
Map_1516,5,22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1517,21,49,15,15,15,24,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14,15,14
Map_1518,11,23,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1519,55,86,21,21,21,29,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Map_1520,268,203,33,27,33,47,24,27,24,27,24,27,24,27,24,27,26,24,28,24,28,24,24,27,24,27
Map_1521,7,58,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1522,73,102,27,27,27,29,27,27,27,27,27,27,27,27,27,27,22,26,22,26,22,26,22,26,22,26
Map_1523,41,41,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_1524,46,177,34,32,34,43,29,29,29,29,29,29,29,29,29,29,31,29,36,29,36,29,29,29,29,29
Map_1525,26,52,33,33,33,36,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Map_1526,13,37,9,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8
Map_1527,54,60,26,26,26,26,26,26,26,26,26,26,26,26,32,36,17,17,17,17,17,17,17,17,17,17
Map_1528,13,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1529,10,25,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1530,12,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1531,17,43,21,21,23,21,14,14,14,14,14,14,14,14,14,14,15,14,15,14,15,14,15,14,14,14
Map_1532,17,19,18,16,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1533,14,35,14,14,14,14,15,14,15,14,15,14,14,14,14,14,15,14,15,14,15,14,15,14,15,14
Map_1534,13,87,19,17,19,22,17,17,17,17,17,17,17,17,17,17,12,11,12,11,12,11,12,11,12,11
Map_1535,5,12,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Map_1536,13,119,13,12,13,20,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9,12,9
Map_1537,10,20,9,9,9,13,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,8,9,8,9,8
Map_1538,19,78,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,15,16,15,16,15,16,15,16,15
Map_1539,15,56,16,13,16,16,16,13,16,13,16,13,16,13,13,13,16,13,16,13,16,13,16,13,16,13
Map_1540,75,125,47,47,47,72,44,58,44,58,44,58,44,58,44,58,44,58,44,58,44,58,44,58,44,58
Map_1541,100,118,43,49,41,47,39,42,39,42,39,42,42,42,42,42,39,42,39,42,39,42,39,42,39,42
Map_1542,15,20,11,10,11,13,11,10,11,10,11,10,10,10,10,10,11,10,11,10,11,10,11,10,11,10
Map_1543,6,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,6,6,6,6
Map_1544,82,207,58,57,58,70,59,57,59,57,59,57,59,57,59,57,25,25,25,25,25,25,25,25,25,25
Map_1545,12,39,13,12,9,15,11,9,11,9,11,9,11,9,11,9,18,9,18,9,18,9,11,9,11,9
Map_1546,10,15,6,6,6,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1547,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Map_1548,9,34,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,11,9,11,9,9,9,9,9
Map_1549,18,26,19,19,19,19,16,16,16,16,16,16,16,16,16,16,18,16,18,16,18,16,16,16,16,16
Map_1550,18,43,16,16,13,16,16,13,16,13,16,13,16,13,16,13,16,13,16,13,16,13,16,13,16,13
Map_1551,15,22,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,14,15,14,15,14,15,14
Map_1552,21,110,27,27,27,28,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17
Map_1553,58,170,20,20,20,21,20,15,20,15,20,15,20,15,20,15,15,15,15,15,15,15,15,15,21,15
Map_1554,6,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1555,14,34,13,13,13,14,13,14,13,14,13,14,13,14,13,14,13,12,13,12,13,12,13,12,13,12
Map_1556,19,58,19,19,19,19,19,19,19,19,19,19,19,19,19,19,28,19,28,19,28,19,28,19,27,19
Map_1557,54,163,35,35,36,18,16,16,16,16,16,16,16,16,16,16,17,16,17,16,17,16,17,16,17,16
Map_1558,11,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1559,15,91,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Map_1560,6,10,7,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1561,20,36,13,13,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_1562,9,22,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1563,13,27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1564,67,80,16,14,16,16,16,14,16,14,16,14,14,14,14,14,16,14,16,14,16,14,16,14,16,14
Map_1565,59,190,16,16,16,34,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_1566,6,33,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1567,87,256,18,18,18,23,18,18,18,18,18,18,18,18,18,18,18,18,29,18,29,18,18,18,18,18
Map_1568,35,39,30,30,30,30,31,30,31,30,31,30,30,30,30,30,31,26,31,26,31,26,31,26,28,26
Map_1569,27,30,12,12,12,15,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11
Map_1570,8,48,8,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Map_1571,16,127,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_1572,14,108,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1573,27,64,23,21,21,22,21,21,21,21,21,21,21,21,21,21,20,21,20,21,20,21,20,21,20,21
Map_1574,9,15,9,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Map_1575,26,123,24,24,24,32,20,25,20,25,20,25,20,25,20,25,20,19,20,19,20,19,20,19,20,24
Map_1576,11,28,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1577,143,44,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Map_1578,10,67,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Map_1579,122,138,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Map_1580,34,82,18,18,25,21,19,18,19,18,19,18,19,18,19,18,19,16,19,16,19,16,19,16,19,16
Map_1581,9,52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,11,7,11,7,7,7,7,7
Map_1582,33,56,21,22,22,15,15,15,15,15,15,15,15,15,15,15,16,15,16,15,16,15,16,15,16,15
Map_1583,9,102,9,8,9,9,8,8,8,8,8,8,8,8,8,8,9,8,9,8,9,8,8,8,8,8
Map_1584,6,41,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1585,6,9,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1586,28,33,15,15,15,19,15,15,15,15,15,15,15,15,15,15,16,10,16,10,16,10,15,10,15,10
Map_1587,11,20,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Map_1588,52,121,35,35,35,37,37,37,37,37,37,37,37,37,37,37,38,34,38,34,38,34,37,34,37,34
Map_1589,16,49,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Map_1590,13,38,11,11,11,15,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10
Map_1591,6,17,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Map_1592,7,37,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
